Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Slot,Damage Modifier,Projectile Speed Modifier,Heat Modifier,Magnification,Aim Time Modifier,Sound Radius Modifier
nvtc_optics_holo_x2_s1,item_Namenvtc_optics_holo_x2_s1,,item_Descnvtc_optics_holo_x2_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,2 / 3,1.15,1
nvtc_optics_holo_x3_s1_lamp,Item_Namenvtc_optics_holo_x3_s1_LAMP,,Item_Descnvtc_optics_holo_x3_s1_LAMP,NVTC,1,1,IronSight,,IronSight,1,1,1,3 / 1,1.15,1
nvtc_optics_holo_x3_s1_tint01,item_Namenvtc_optics_holo_x3_s1_tint01,,item_Descnvtc_optics_holo_x3_s1_tint01,NVTC,1,1,IronSight,,IronSight,1,1,1,3 / 3,1.15,1
nvtc_optics_holo_x3_s1,item_Namenvtc_optics_holo_x3_s1,,item_Descnvtc_optics_holo_x3_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,3 / 3,1.15,1
nvtc_optics_rdot_x1_s1_firerats01,item_Namenvtc_optics_rdot_x1_s1_firerats01,item_Namenvtc_optics_rdot_x1_s1_firerats01_short,item_Descnvtc_optics_rdot_x1_s1_firerats01,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 3,1.025,1
nvtc_optics_rdot_x1_s1_lamp,Item_Namenvtc_optics_rdot_x1_s1_LAMP,,Item_Descnvtc_optics_rdot_x1_s1_LAMP,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_rdot_x1_s1,item_Namenvtc_optics_rdot_x1_s1,,item_Descnvtc_optics_rdot_x1_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_tsco_x4_s2_firerats01,item_Namenvtc_optics_tsco_x4_s2_firerats01,item_Namenvtc_optics_tsco_x4_s2_firerats01_short,item_Descnvtc_optics_tsco_x4_s2_firerats01,NVTC,2,1,IronSight,,IronSight,1,1,1,4 / 2,1.05,1
nvtc_optics_tsco_x4_s2_lamp,Item_Namenvtc_optics_tsco_x4_s2_LAMP,,Item_Descnvtc_optics_tsco_x4_s2_LAMP,NVTC,2,1,IronSight,,IronSight,1,1,1,4 / 6,1.25,1
nvtc_optics_tsco_x4_s2,item_Namenvtc_optics_tsco_x4_s2,,item_Descnvtc_optics_tsco_x4_s2,NVTC,2,1,IronSight,,IronSight,1,1,1,4 / 6,1.25,1
nvtc_optics_tsco_x8_s3_lamp,Item_Namenvtc_optics_tsco_x8_s3_LAMP,,Item_Descnvtc_optics_tsco_x8_s3_LAMP,NVTC,3,1,IronSight,,IronSight,1,1,1,6 / 1,1,1
nvtc_optics_tsco_x8_s3,item_Namenvtc_optics_tsco_x8_s3,,item_Descnvtc_optics_tsco_x8_s3,NVTC,3,1,IronSight,,IronSight,1,1,1,6 / 10,1,1
nvtc_ubarrel_flsh_s1_02,item_Namenvtc_ubarrel_flsh_s1_02,,item_Descnvtc_ubarrel_flsh_s1_02,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1_03,item_Namenvtc_ubarrel_flsh_s1_03,,item_Descnvtc_ubarrel_flsh_s1_03,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1_04,item_Namenvtc_ubarrel_flsh_s1_04,,item_Descnvtc_ubarrel_flsh_s1_04,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1_firerats01,item_Namenvtc_ubarrel_flsh_s1_firerats01,item_Namenvtc_ubarrel_flsh_s1_firerats01_short,item_Descnvtc_ubarrel_flsh_s1_firerats01,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1,item_Namenvtc_ubarrel_flsh_s1,,item_Descnvtc_ubarrel_flsh_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_lasr_s1,item_Namenvtc_ubarrel_lasr_s1,,item_Descnvtc_ubarrel_lasr_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
optics_template,LOC_PLACEHOLDER,,,,0,1,IronSight,,IronSight,1,1,1,1 / 1,1,1
underbarrel_template,LOC_PLACEHOLDER,,,,0,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
volt_optics_holo_x1_s1,item_Namevolt_optics_holo_x1_s1,,item_Descvolt_optics_holo_x1_s1,VOLT,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.08,1
volt_optics_holo_x2_s1,item_Namevolt_optics_holo_x2_s1,,item_Descvolt_optics_holo_x2_s1,VOLT,1,1,IronSight,,IronSight,1,1,1,2 / 1,1.08,1
volt_optics_holo_x3_s1,item_Namevolt_optics_holo_x3_s1,,item_Descvolt_optics_holo_x3_s1,VOLT,1,1,IronSight,,IronSight,1,1,1,3 / 1,1.08,1
volt_optics_tsco_x8_s3_collector01,item_Namevolt_optics_tsco_x8_s3_collector01,item_Namevolt_optics_tsco_x8_s3_collector01,item_Descvolt_optics_tsco_x8_s3_collector01,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_store01,item_Namevolt_optics_tsco_x8_s3_store01,item_Namevolt_optics_tsco_x8_s3_store01,item_Descvolt_optics_tsco_x8_s3_store01,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_tint01,item_Namevolt_optics_tsco_x8_s3_tint01,item_Namevolt_optics_tsco_x8_s3_tint01,item_Descvolt_optics_tsco_x8_s3_tint01,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_tint02,item_Namevolt_optics_tsco_x8_s3_tint02,item_Namevolt_optics_tsco_x8_s3_tint02,item_Descvolt_optics_tsco_x8_s3_tint02,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_tint03,item_Namevolt_optics_tsco_x8_s3_tint03,item_Namevolt_optics_tsco_x8_s3_tint03,item_Descvolt_optics_tsco_x8_s3_tint03,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3,item_Namevolt_optics_tsco_x8_s3_base,item_Namevolt_optics_tsco_x8_s3_base,item_Descvolt_optics_tsco_x8_s3_base,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_ubarrel_flsh_s1,item_Namevolt_ubarrel_flsh_s1,item_Namevolt_ubarrel_flsh_s1,item_Descvolt_ubarrel_flsh_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
weaponmount_nvtc_optics_holo_x1_s1,item_Namenvtc_optics_holo_x1_s1,,item_Descnvtc_optics_holo_x1_s1,NVTC,4,1,IronSight,,IronSight,1,1,1,1 / 1,1,1
gats_ballisticgatling_mounted_barrel_s1_fakehologram,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticgatling_mounted_barrel_s1,LOC_PLACEHOLDER,,,GATS,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
gats_ballisticgatling_mounted_firingmechanism_s1,LOC_PLACEHOLDER,,,GATS,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
gats_ballisticgatling_mounted_powerarray_s1,LOC_PLACEHOLDER,,,GATS,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
gats_ballisticgatling_mounted_ventilation_s1,LOC_PLACEHOLDER,,,GATS,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
