Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Yaw Speed,Yaw Time To Full Speed,Yaw Accel Decay,Pitch Speed,Pitch Time To Full Speed,Pitch Accel Decay
anvl_valkyrie_turret_door_right,itemPort_hardpoint_turret,,,ANVL,3,1,MannedTurret,1000,95,0.3,5,95,0.3,5
anvl_valkyrie_turret_door,itemPort_hardpoint_turret,,,ANVL,3,1,MannedTurret,1000,95,0.3,5,95,0.3,5
anvl_valkyrie_turret_top_citizencon,item_Name_Turret_Manned,,,,4,1,MannedTurret,4500,95,0.3,18,95,0.3,18
anvl_valkyrie_turret_top,item_Name_Turret_Manned,,,,4,1,MannedTurret,4500,95,0.3,18,95,0.3,18
argo_mole_turret_front,item_Name_Turret_Manned,,,ARGO,4,1,MannedTurret,2000,95,0.3,18,95,0.3,18
argo_mole_turret_left,item_Name_Turret_Manned,,,ARGO,4,1,MannedTurret,2000,95,0.3,18,95,0.3,18
argo_mole_turret_right,item_Name_Turret_Manned,,,ARGO,4,1,MannedTurret,2000,95,0.3,18,95,0.3,18
argo_moth_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,4,1,MissileTurret,12500,95,0.3,18,95,0.3,18
argo_moth_turret_front,item_Name_Turret_Manned,,,ARGO,4,1,MannedTurret,2000,95,0.3,18,95,0.3,18
argo_moth_turret_left,item_Name_Turret_Manned,,,ARGO,4,1,MannedTurret,2000,95,0.3,18,95,0.3,18
argo_moth_turret_right,item_Name_Turret_Manned,,,ARGO,4,1,MannedTurret,2000,95,0.3,18,95,0.3,18
argo_mpuv_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,4,1,GunTurret,2500,120,0.3,5,120,0.3,5
argo_raft_scitem_remote_turret_tractor,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,,120,0.3,18,120,0.3,18
argo_raft_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,4,1,GunTurret,6500,120,0.3,18,120,0.3,18
argo_srv_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,1,1,Utility,6500,25,0.3,5,25,0.3,5
cnou_nomad_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,4,1,GunTurret,2500,120,0.3,5,120,0.3,5
crus_spirit_scitem_remote_turret_tractor,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,1,1,GunTurret,3000,95,0.3,18,95,0.3,18
crus_spirit_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,1,1,GunTurret,6000,95,0.3,18,95,0.3,18
crus_star_runner_turret_bottom,item_Name_Turret_Manned,,,CRUS,1,1,MannedTurret,8000,95,0.3,18,95,0.3,18
crus_star_runner_turret_top,item_Name_Turret_Manned,,,CRUS,1,1,MannedTurret,8000,95,0.3,18,95,0.3,18
crus_starlifter_bomb_turret,item_Name_Turret_Remote,,item_Desc_Turret_Remote,CRUS,5,1,GunTurret,1500,75,0.3,18,75,0.3,18
crus_starlifter_scitem_remote_turret_dual,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,6,1,GunTurret,12500,95,0.3,18,95,0.3,18
crus_starlifter_scitem_remote_turret_front_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,95,0.3,18,95,0.3,18
crus_starlifter_scitem_remote_turret_front_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,95,0.3,18,95,0.3,18
crus_starlifter_scitem_remote_turret_main_a2,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,120,0.3,18,120,0.3,18
crus_starlifter_scitem_remote_turret_main,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,120,0.3,18,120,0.3,18
crus_starlifter_scitem_remote_turret_nose,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,120,0.3,18,120,0.3,18
crus_starlifter_scitem_remote_turret_rear_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,6,1,GunTurret,12500,95,0.3,18,95,0.3,18
crus_starlifter_scitem_remote_turret_rear_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,6,1,GunTurret,12500,95,0.3,18,95,0.3,18
crus_starlifter_scitem_remote_turret_rear,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,120,0.3,18,120,0.3,18
crus_starlifter_scitem_remote_turret_single,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,12500,95,0.3,18,95,0.3,18
drak_caterpillar_remote_turret_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,,2,1,GunTurret,5000,120,0.3,5,120,0.3,5
drak_caterpillar_remote_turret_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,4,1,GunTurret,5000,120,0.3,5,120,0.3,5
drak_caterpillar_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,4,1,GunTurret,5000,120,0.3,5,120,0.3,5
drak_caterpillar_scitem_turret_bottom,item_Name_Turret_Manned,,,DRAK,6,1,MannedTurret,12500,95,0.3,18,95,0.3,18
drak_caterpillar_scitem_turret_top,item_Name_Turret_Manned,,,DRAK,6,1,MannedTurret,12500,95,0.3,18,95,0.3,18
drak_command_module_remote_turret_tractor_beam,item_Name_Tractor_Beam,,item_displayType_TractorBeam,DRAK,2,1,Utility,5000,120,0.3,5,120,0.3,5
drak_command_module_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,4,1,GunTurret,5000,90,0.3,5,90,0.3,5
drak_corsair_remote_turret_tail,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,4,1,TopTurret,6000,120,0.3,5,120,0.3,5
drak_corsair_turret_manned,item_Name_Turret_Manned,,,DRAK,1,1,MannedTurret,6000,120,0.3,5,120,0.3,5
drak_cutlass_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,4,1,GunTurret,5000,120,0.3,5,120,0.3,5
drak_cutlass_scitem_turret_black,item_Name_Turret_Manned,,,DRAK,5,1,MannedTurret,5000,95,0.3,18,95,0.3,18
drak_cutlass_scitem_turret_blue,item_Name_Turret_Manned,,,DRAK,5,1,MannedTurret,5000,95,0.3,18,95,0.3,18
drak_golem_ox_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,4,1,GunTurret,2500,120,0.3,5,120,0.3,5
drak_ironclad_mannedturret_bottom_assault,item_Name_Turret_Manned,,,DRAK,5,1,MannedTurret,15000,60,0.4,6,60,0.4,6
drak_ironclad_mannedturret_bottom,item_Name_Turret_Manned,,,DRAK,5,1,MannedTurret,15000,60,0.4,6,60,0.4,6
drak_ironclad_mannedturret_nose,item_Name_Turret_Manned,,,DRAK,3,1,MannedTurret,15000,60,0.4,6,60,0.4,6
drak_ironclad_remote_interior_turret_tractor_beam,item_Name_Tractor_Beam,,item_displayType_TractorBeam,DRAK,2,1,Utility,5000,95,0.3,5,95,0.3,5
drak_ironclad_remote_nose_turret_tractor_beam,item_Name_Tractor_Beam,,item_displayType_TractorBeam,DRAK,2,1,Utility,5000,95,0.3,5,95,0.3,5
drak_ironclad_remote_turret_assault,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,3,1,BottomTurret,5000,95,0.3,5,95,0.3,5
drak_ironclad_remote_turret_interior,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,2,1,GunTurret,5000,95,0.3,5,95,0.3,5
drak_ironclad_remote_turret_tractor_beam,item_Name_Tractor_Beam,,item_displayType_TractorBeam,DRAK,2,1,Utility,5000,95,0.3,5,95,0.3,5
drak_ironclad_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,DRAK,3,1,TopTurret,5000,95,0.3,5,95,0.3,5
espr_prowler_utility_tractor_beam_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ESPR,2,1,Utility,5000,120,0.3,5,120,0.3,5
glsn_shiv_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,GREY,3,1,GunTurret,4000,95,0.3,18,95,0.3,18
grin_roc_ds_turret_mining,item_Name_Turret_Manned,,,GRIN,1,1,MannedTurret,2000,95,0.3,5,95,0.3,5
misc_freelancer_base_scitem_turret,item_Name_Turret_Manned,,,MISC,6,1,MannedTurret,6500,95,0.3,18,95,0.3,18
misc_hull_b_scitem_remote_turret_tractor_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,2,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_b_scitem_remote_turret_tractor_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,2,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_b_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_c_scitem_remote_turret_rear,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_c_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_c_scitem_tractor_beam_turret_bottom_rear,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_c_scitem_tractor_beam_turret_bottom,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_c_scitem_tractor_beam_turret_rear,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_hull_c_scitem_tractor_beam_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,8500,95,0.3,5,95,0.3,5
misc_starfarer_gemini_scitem_turret_large_derelict,item_Name_Turret_Manned,,,,12,1,MannedTurret,8500,95,0.3,18,95,0.3,18
misc_starfarer_gemini_scitem_turret_large,item_Name_Turret_Manned,,,,12,1,MannedTurret,8500,95,0.3,18,95,0.3,18
misc_starfarer_gemini_scitem_turret_small_right,item_Name_Turret_Manned,,,,8,1,MannedTurret,4000,95,0.3,18,95,0.3,18
misc_starfarer_gemini_scitem_turret_small,item_Name_Turret_Manned,,,,8,1,MannedTurret,4000,95,0.3,18,95,0.3,18
misc_starfarer_scitem_turret_large,item_Name_Turret_Manned,,,,10,1,MannedTurret,8500,95,0.3,18,95,0.3,18
misc_starfarer_scitem_turret_small_right,item_Name_Turret_Manned,,,MISC,6,1,MannedTurret,4000,95,0.3,18,95,0.3,18
misc_starfarer_scitem_turret_small,item_Name_Turret_Manned,,,MISC,6,1,MannedTurret,4000,95,0.3,18,95,0.3,18
misc_starlancer_remote_turret_missile_camera,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
misc_starlancer_remote_turret_rear,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
misc_starlancer_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
misc_starlancer_tac_side_turret_left,item_Name_Turret_Manned,,,MISC,5,1,MannedTurret,15000,55,0.55,12,55,0.55,12
misc_starlancer_tac_side_turret,item_Name_Turret_Manned,,,MISC,5,1,MannedTurret,15000,55,0.55,12,55,0.55,12
misc_starlancer_tac_turret_door_left,itemPort_hardpoint_turret,,,MISC,1,1,MannedTurret,1000,95,0.3,5,95,0.3,5
misc_starlancer_tac_turret_door_right,itemPort_hardpoint_turret,,,MISC,1,1,MannedTurret,1000,95,0.3,5,95,0.3,5
misc_starlite_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,2,2,GunTurret,8500,95,0.3,5,95,0.3,5
orbital_sentry_scitem_ai_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,30000,120,0.3,5,120,0.3,5
orig_315p_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,2,1,GunTurret,2000,120,0.3,5,120,0.3,5
orig_400i_scitem_remote_turret_bottom,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,4,1,GunTurret,8000,120,0.3,18,120,0.3,18
orig_400i_scitem_remote_turret_top,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,4,1,GunTurret,8000,120,0.3,18,120,0.3,18
orig_400i_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,4,1,GunTurret,8000,120,0.3,18,120,0.3,18
orig_890j_scitem_turret_lower,item_Name_Turret_Manned,,,ORIG,5,1,MannedTurret,15000,95,0.3,18,120,0.3,18
orig_890j_scitem_turret_upper,item_Name_Turret_Manned,,,ORIG,5,1,MannedTurret,15000,95,0.3,18,120,0.3,18
rsi_apollo_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,3,1,TopTurret,2000,270,0.3,5,270,0.3,5
rsi_bengal_scitem_ai_sts_turret,item_Name_Turret_Remote,,,AEGS,9,1,GunTurret,5000,270,0.3,5,180,0.3,5
rsi_bengal_scitem_remote_turret_aa,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,8,1,GunTurret,2000,95,0.3,5,95,0.3,5
rsi_bengal_scitem_remote_turret_main_gun,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,12,1,GunTurret,2000,10,0.3,5,10,0.3,5
rsi_bengal_scitem_remote_turret_medium,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,8,1,GunTurret,2000,95,0.3,5,95,0.3,5
rsi_bengal_scitem_remote_turret_missilelauncher,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,6,1,MissileTurret,2000,95,0.3,5,95,0.3,5
rsi_bengal_scitem_remote_turret_phalanx,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,6,1,GunTurret,2000,95,0.3,5,95,0.3,5
rsi_bengal_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,2000,95,0.3,5,95,0.3,5
rsi_bengal_scitem_sts_large_turret,item_Name_Turret_Remote,,,AEGS,12,1,GunTurret,1000000,120,0.3,5,120,0.3,5
rsi_bengal_scitem_sts_turret,item_Name_Turret_Remote,,,AEGS,9,1,GunTurret,5000,270,0.3,5,180,0.3,5
rsi_constellation_aquila_scitem_turret_radar,item_Name_Turret_Manned,,,RSI,6,1,MannedTurret,8000,95,0.3,18,95,0.3,18
rsi_constellation_phoenix_turret_lower,item_Name_Turret_Manned,,,RSI,6,1,MannedTurret,8000,95,0.3,18,95,0.3,18
rsi_constellation_phoenix_turret_upper,item_Name_Turret_Manned,,,RSI,6,1,MannedTurret,8000,95,0.3,18,95,0.3,18
rsi_constellation_scitem_turret_lower,item_Name_Turret_Manned,,,RSI,6,1,MannedTurret,8000,95,0.3,18,95,0.3,18
rsi_constellation_scitem_turret_upper,item_Name_Turret_Manned,,,RSI,6,1,MannedTurret,8000,95,0.3,18,95,0.3,18
rsi_constellation_taurus_turret_lower,item_Name_Turret_Manned,,,RSI,6,1,MannedTurret,8000,95,0.3,18,95,0.3,18
rsi_hermes_remote_tractor_turret,item_Name_Tractor_Beam,,item_displayType_TractorBeam,RSI,2,1,,6000,95,0.3,18,95,0.3,18
rsi_hermes_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,3,1,TopTurret,2000,270,0.3,5,270,0.3,5
rsi_perseus_mannedturret_bottom,item_Name_Turret_Manned,,,RSI_2025,8,1,MannedTurret,35000,40,1.35,10,40,1.35,10
rsi_perseus_mannedturret_top,item_Name_Turret_Manned,,,RSI_2025,8,1,MannedTurret,35000,40,1.35,10,40,1.35,10
rsi_perseus_remote_turret_torpedo,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,,120,0.3,18,120,0.3,18
rsi_polaris_scitem_remote_turret_hangarcam,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,,120,0.3,18,120,0.3,18
rsi_polaris_scitem_remote_turret_rearbottom,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,10000,80,0.3,5,120,0.3,18
rsi_polaris_scitem_remote_turret_reartop,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,MissileTurret,10000,80,0.3,5,120,0.3,18
rsi_polaris_scitem_remote_turret_torpedo,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,,120,0.3,18,120,0.3,18
rsi_polaris_scitem_remote_turret_tractor,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,,120,0.3,18,120,0.3,18
rsi_polaris_turret_front,item_Name_Turret_Manned,,,RSI,5,1,MannedTurret,15000,50,0.85,10,50,0.85,10
rsi_polaris_turret_side_left,item_Name_Turret_Manned,,,RSI,5,1,MannedTurret,10000,95,0.3,18,95,0.3,18
rsi_polaris_turret_side_right,item_Name_Turret_Manned,,,RSI,5,1,MannedTurret,10000,95,0.3,18,95,0.3,18
rsi_polaris_turret_top_left,item_Name_Turret_Manned,,,RSI,5,1,MannedTurret,10000,95,0.3,18,95,0.3,18
rsi_polaris_turret_top_right,item_Name_Turret_Manned,,,RSI,5,1,MannedTurret,10000,95,0.3,18,95,0.3,18
rsi_scorpius_antares_scitem_remote_turret_missile,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,4,1,GunTurret,5000,120,0.3,18,120,0.3,18
rsi_scorpius_scitem_remote_missile_turret,item_NameRSI_Scorpius_MissileTurret,item_NameRSI_Scorpius_MissileTurret_short,item_DescRSI_Scorpius_MissileTurret,RSI,3,1,MissileTurret,5000,95,0.3,18,95,0.3,18
rsi_scorpius_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,3,1,GunTurret,5000,95,0.3,18,95,0.3,18
rsi_zeus_remote_tractor_beam_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ARGO,1,1,Utility,500,95,0.3,18,95,0.3,18
turret_pdc_behr_a,item_NameBEHR_PDC_Turret,item_NameBEHR_PDC_Turret_short,item_DescBEHR_PDC_Turret,BEHR,2,1,PDCTurret,1500,270,0.3,5,180,0.3,5
turret_pdc_behr_g,item_NameTurret_PDC_BEHR_G,item_NameTurret_PDC_BEHR_G,item_DescTurret_PDC_BEHR_G,BEHR,2,1,PDCTurret,1500,270,0.3,5,180,0.3,5
turret_pdc_behr_m,item_NameBEHR_PDC_MissileLauncher,item_NameBEHR_PDC_MissileLauncher_short,item_DescBEHR_PDC_MissileLauncher,AEGS,2,1,PDCTurret,1500,270,0.3,5,180,0.3,5
turret_pdc_scitem_template,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,270,0.3,5,180,0.3,5
turret_pdc_vncl,item_NameBEHR_PDC_Turret,item_NameBEHR_PDC_Turret_short,item_DescBEHR_PDC_Turret,BEHR,2,1,PDCTurret,1500,270,0.3,5,180,0.3,5
turretmanned_template,item_Name_Turret_Manned,,,,1,1,MannedTurret,3000,95,0.3,5,95,0.3,5
vncl_mauler_remote_turret_s6_double,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,50000,95,0.3,5,95,0.3,5
vncl_mauler_remote_turret_s6_single,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,50000,95,0.3,5,95,0.3,5
vncl_mauler_remote_turret_s7,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,50000,95,0.3,5,95,0.3,5
vncl_mauler_remote_turret_s8,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,50000,95,0.3,5,95,0.3,5
vncl_mauler_remote_turret_s9,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,50000,95,0.3,5,95,0.3,5
vncl_mauler_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,MISC,4,1,GunTurret,50000,95,0.3,5,95,0.3,5
aegs_idris_lower_camera_mount,LOC_PLACEHOLDER,,,AEGS,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
aegs_idris_upper_camera_mount,LOC_PLACEHOLDER,,,AEGS,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
aegs_javelin_manned_turret_gimbal_s5,item_NameMount_Gimbal_S5,,item_DescMount_Gimbal_S5,FFSY,5,1,GunTurret,400,10,0.3,5,10,0.3,5
anvl_arrow_turret,item_NameANVL_Arrow_Turret,,item_DescANVL_Arrow_Turret,ANVL,3,1,BallTurret,1000,50,0.3,5,50,0.3,5
anvl_asgard_nose_turret_s4,item_NameBEHR_PC2_Dual_S3,,item_DescBEHR_PC2_Dual_S3,ANVL,3,1,GunTurret,8000,35,0.3,5,35,0.3,5
anvl_hornet_f7a_ball_turret,item_NameANVL_Hornet_F7A_Mk2_Ball_Turret,,item_DescANVL_Hornet_F7A_Mk2_Ball_Turret,ANVL,5,1,BallTurret,1350,17.5,0.3,5,17.5,0.3,5
anvl_hornet_f7a_mk1_ball_turret,item_NameANVL_Hornet_F7A_Mk1_Ball_Turret,,item_DescANVL_Hornet_F7A_Mk1_Ball_Turret,ANVL,5,1,BallTurret,1300,95,0.3,5,95,0.3,5
anvl_hornet_f7a_mk1_nose_turret,item_NameANVL_Hornet_F7A_Mk1_Nose_Turret,,item_DescANVL_Hornet_F7A_Mk1_Nose_Turret,ANVL,3,1,CanardTurret,650,50,0.3,5,50,0.3,5
anvl_hornet_f7a_nose_turret,item_NameANVL_Hornet_F7A_Mk2_Nose_Turret,,item_DescANVL_Hornet_F7A_Mk2_Nose_Turret,ANVL,3,1,CanardTurret,700,20,0.3,5,20,0.3,5
anvl_hornet_f7c_ball_turret,item_NameANVL_Hornet_F7C_Ball_Turret,,item_DescANVL_Hornet_F7C_Ball_Turret,ANVL,5,1,BallTurret,1250,95,0.3,5,95,0.3,5
anvl_hornet_f7c_mk2_nose_turret,item_NameANVL_Hornet_F7CM_Mk2_Nose_Turret,,item_DescANVL_Hornet_F7CM_Mk2_Nose_Turret,ANVL,3,1,CanardTurret,650,20,0.3,5,20,0.3,5
anvl_hornet_f7c_nose_turret,item_NameANVL_Hornet_F7C_Nose_Turret,,item_DescANVL_Hornet_F7C_Nose_Turret,ANVL,3,1,CanardTurret,600,50,0.3,5,50,0.3,5
anvl_hornet_f7cm_mk2_ball_turret_bespoke,item_NameANVL_Hornet_F7CM_Mk2_Ball_Turret_Bespoke,,item_DescANVL_Hornet_F7CM_Mk2_Ball_Turret_Bespoke,ANVL,5,1,BallTurret,1500,110,0.1,5,110,0.1,5
anvl_hornet_f7cm_mk2_ball_turret,item_NameANVL_Hornet_F7CM_Mk2_Ball_Turret,,item_DescANVL_Hornet_F7CM_Mk2_Ball_Turret,ANVL,5,1,BallTurret,1500,110,0.1,5,110,0.1,5
anvl_lightning_f8_turret_s5,item_NameANVL_Lightning_F8_Turret,,item_DescANVL_Lightning_F8_Turret,ANVL,5,1,BallTurret,400,50,0.3,5,50,0.3,5
anvl_lightning_f8c_turret_s3,item_NameANVL_Lightning_F8C_Turret,,item_DescANVL_Lightning_F8C_Turret,ANVL,3,1,BallTurret,3500,50,0.3,5,50,0.3,5
anvl_terrapin_nose_turret_s3,item_NameANVL_Terrapin_Nose_Turret,,item_DescBEHR_PC2_Dual_S4,ANVL,3,1,BallTurret,3000,35,0.3,5,35,0.3,5
anvl_valkyrie_nose_turret_s3,item_NameBEHR_PC2_Dual_S3,,item_DescBEHR_PC2_Dual_S3,ANVL,3,1,GunTurret,8000,35,0.3,5,35,0.3,5
behr_pc2_dual_s1,item_NameBEHR_PC2_Dual_S1,,item_DescBEHR_PC2_Dual_S1,,3,1,GunTurret,150,50,0.3,5,50,0.3,5
behr_pc2_dual_s3,item_NameBEHR_PC2_Dual_S3,,item_DescBEHR_PC2_Dual_S3,,5,1,NoseMounted,2500,50,0.3,5,50,0.3,5
behr_pc2_dual_s4,item_NameBEHR_PC2_Dual_S4,,item_DescBEHR_PC2_Dual_S4,,6,1,NoseMounted,600,50,0.3,5,50,0.3,5
cnou_mustang_nose_turret_s3,item_NameCNOU_Mustang_Nose_Turret,,item_DescCNOU_Mustang_Nose_Turret,CNOU,3,1,BallTurret,1000,35,0.3,5,35,0.3,5
crus_spirit_nose_turret_s3,itemPort_hardpoint_turret,,item_DescCRUS_Star_Runner_Front_Turret,CRUS,3,1,BallTurret,5000,35,0.3,5,35,0.3,5
crus_star_runner_nose_turret_s5,item_NameCRUS_Star_Runner_Front_Turret,,item_DescCRUS_Star_Runner_Front_Turret,CRUS,5,1,BallTurret,5000,35,0.3,5,35,0.3,5
drak_buccaneer_dual_s2,item_NameDRAK_Buccaneer_Dual_S2,,item_DescDRAK_Buccaneer_Dual_S2,DRAK,4,1,GunTurret,1200,35,0.3,5,35,0.3,5
drak_corsair_remote_turret_s4,item_Name_Turret_Remote,,item_Desc_Turret_Remote,DRAK,4,1,TopTurret,4000,95,0.3,5,95,0.3,5
drak_cutlass_red_sensor_turret_s4,item_NameDRAK_Cutlass_Red_Sensor_Turret,,item_DescDRAK_Cutlass_Red_Sensor_Turret,DRAK,4,1,Unmanned,2000,95,0.3,5,95,0.3,5
drak_cutlass_steel_rear_remote_dual_turret_s4,item_NameDRAK_Cutlass_Steel_RemoteTurret,,item_DescDRAK_Cutlass_Steel_RemoteTurret,DRAK,4,1,TopTurret,3500,95,0.3,5,95,0.3,5
drak_dual_s1,item_NameDRAK_Dual_S1,,item_DescDRAK_Dual_S1,,3,1,GunTurret,100,50,0.3,5,50,0.3,5
drak_dual_s3,item_NameDRAK_Dual_S1,,item_DescDRAK_Dual_S1,,5,1,GunTurret,100,50,0.3,5,50,0.3,5
drak_vulture_salvage_arm_left,,,,,1,1,,5000,15,0.3,5,15,0.3,5
drak_vulture_salvage_arm_right,,,,,1,1,,5000,15,0.3,5,15,0.3,5
espr_prowler_remote_turret_s5,item_NameESPR_Prowler_Remote_Turret,,item_DescESPR_Prowler_Remote_Turret,ESPR,5,1,BallTurret,8000,95,0.3,5,95,0.3,5
gmnt_misc_s03_pl01,item_NameGMNT_MISC_S03_PL01,,item_DescGMNT_MISC_S03_PL01,MISC,4,1,GunTurret,150,35,0.3,5,35,0.3,5
grin_roc_mining_turret,item_NameGRIN_ROC_Mining_Turret,,item_DescGRIN_ROC_Mining_Turret,,1,1,BallTurret,5000,50,0.3,5,50,0.3,5
misc_fortune_salvage_arm,,,,,1,1,,5000,15,0.3,5,15,0.3,5
misc_hull_a_nose_turret_s5,item_NameCRUS_Star_Runner_Front_Turret,,item_DescCRUS_Star_Runner_Front_Turret,MISC,5,1,BallTurret,2500,35,0.3,5,35,0.3,5
misc_hull_c_nose_turret_s5,item_Name_Turret_Remote,,item_Desc_Turret_Remote,MISC,5,1,BallTurret,8500,35,0.3,5,35,0.3,5
misc_reliant_mako_camera_mount,item_NameMISC_Reliant_Mako_Wing_Mount,,item_DescMISC_Reliant_Mako_Wing_Mount,MISC,4,1,GunTurret,1000,95,0.3,5,95,0.3,5
misc_reliant_remote_tractor_turret,item_NameMISC_Reliant_Wing_Dual_Turret,,item_DescMISC_Reliant_Wing_Dual_Turret,MISC,4,1,GunTurret,1000,95,0.3,5,95,0.3,5
