Mission Class,Description Key,Contract Intel,Cooldown,Reward,Reward Currency,Time Limit,Efficiency,Mission Difficulty,Record GUID,Record Path
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro5_Hard,roughready_bounty_cargoship_desc_003,"Reward: 20,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,20000,UEC,90,,-1,9874ae40-e7be-4621-bbdc-49ae300d54e8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro5_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro5_Medium,roughready_bounty_cargoship_desc_002,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,27c58e4d-ae27-4c01-98c7-32181577fa8b,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro5_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro5,RR_bounty_cargo_Pyro5_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,f4505a16-e4be-4249-86dd-dd849525d7cb,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro5.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro6_Easy,roughready_bounty_cargoship_desc_001,"Reward: 10,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,10000,UEC,90,,-1,b36be43d-2f6b-43c5-95b9-351ce0b77f63,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro6_easy.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro6_Hard,roughready_bounty_cargoship_desc_003,"Reward: 20,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,20000,UEC,90,,-1,cb31339b-bb60-4a09-b254-29e66fea896f,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro6_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro6_Medium,roughready_bounty_cargoship_desc_002,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,82dbf028-3066-4809-bb31-14956cd4196d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro6_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo_Pyro6,RR_bounty_cargo_Pyro6_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,5db8fdd8-3dbd-4a34-bb4e-d3c01c3c5abe,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo_pyro6.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Cargo,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,88dcb7e7-777f-4d6d-b051-36b4a76e4ed5,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_cargo.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro1_Easy,roughready_bounty_desc_001,"Reward: 5,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5500,UEC,90,,-1,e35156d8-06e7-43b6-9c1c-6f2004336f06,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro1_easy.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro1_Hard,roughready_bounty_desc_003,"Reward: 9,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9500,UEC,90,,-1,ea5a5f29-7109-42fd-8755-559eb2cb48c8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro1_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro1_Medium,Roughready_bounty_desc_002,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,25a26e6c-d0af-4199-aa3e-31ce8cd7bdc8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro1_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro1,RR_bounty_generic_Pyro1_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,73bfda9d-8050-458f-9951-0df3a808fef4,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro1.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro2_Easy,roughready_bounty_desc_001,"Reward: 5,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5500,UEC,90,,-1,576b161c-fa64-41d0-8527-b9cb29e0d1c5,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro2_easy.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro2_Hard,roughready_bounty_desc_003,"Reward: 9,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9500,UEC,90,,-1,dc2bbff4-825b-448b-b206-998af8bf629c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro2_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro2_Medium,Roughready_bounty_desc_002,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,a46388a5-9491-4a2c-b0fb-5ecdd866aa29,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro2_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro2,RR_bounty_generic_Pyro2_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,a3723d4c-4a93-4fdf-bbb4-b615f72e960d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro2.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro3_Easy,roughready_bounty_desc_001,"Reward: 5,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5500,UEC,90,,-1,8316d8a6-b589-4a84-b502-975587070fa5,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro3_easy.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro3_Hard,roughready_bounty_desc_003,"Reward: 9,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9500,UEC,90,,-1,836177ff-e457-4778-917d-79a014a42135,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro3_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro3_Medium,Roughready_bounty_desc_002,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,fbff32d0-d820-458b-9c40-323623f99034,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro3_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro3,RR_bounty_generic_Pyro3_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,21a717b3-038c-42eb-9cec-6acf87930fd8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro3.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro5_Easy,roughready_bounty_desc_001,"Reward: 5,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5500,UEC,90,,-1,795d72fe-a114-48b6-8f59-af28dc53e8da,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro5_easy.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro5_Hard,roughready_bounty_desc_003,"Reward: 9,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9500,UEC,90,,-1,7e93336a-4367-4252-8d26-766230042b9c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro5_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro5_Medium,Roughready_bounty_desc_002,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,cb82658d-42d9-435f-828d-4ce1f929622d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro5_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro5,RR_bounty_generic_Pyro5_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,69d0d04c-d128-4835-8f3c-22a120fcff1f,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro5.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro6_Easy,roughready_bounty_desc_001,"Reward: 5,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5500,UEC,90,,-1,493f174b-7e20-4b39-8d62-c69bfa4d6b70,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro6_easy.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro6_Hard,roughready_bounty_desc_003,"Reward: 9,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9500,UEC,90,,-1,ddf44928-8fec-4569-aa68-7617b6092496,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro6_hard.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro6_Medium,Roughready_bounty_desc_002,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,c7a7ed82-da2e-4ebb-80c1-5a041dbf9478,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro6_medium.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic_Pyro6,RR_bounty_generic_Pyro6_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,4d695429-f7ac-4e56-996d-e6e7d6a36de8,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic_pyro6.xml
PU_Bounty_PVE_Pyro_RoughAndReady_Generic,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,0511bfc2-f402-4977-a458-77bc03f48c2d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready_generic.xml
PU_Bounty_PVE_Pyro_RoughAndReady,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,24279e1c-09b9-4883-8043-e02fb19c1bf7,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_roughandready.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro1_Easy,Xenothreat_bounty_headhunter_desc_001,"Reward: 9,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9000,UEC,90,,-1,f3cd31db-0808-4275-b408-74b8f03faed7,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro1_easy.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro1_Hard,Xenothreat_bounty_headhunter_desc_003,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,ab49d915-27d1-45a2-9fb1-0e4f9c421f2c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro1_hard.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro1_Medium,Xenothreat_bounty_headhunter_desc_002,"Reward: 12,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,12000,UEC,90,,-1,3094aec4-b33f-44ea-a799-b00cfa77b4b9,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro1_medium.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro1,XTvsHH_bounty_Pyro1_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,2ffef4b1-2b54-4b55-9cff-fd4fec1b83eb,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro1.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro2_Easy,Xenothreat_bounty_headhunter_desc_001,"Reward: 9,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9000,UEC,90,,-1,4fffa92d-e3d1-4619-b726-74bc39a810e1,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro2_easy.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro2_Hard,Xenothreat_bounty_headhunter_desc_003,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,dc355861-cb4b-4593-a067-473f3319250c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro2_hard.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro2_Medium,Xenothreat_bounty_headhunter_desc_002,"Reward: 12,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,12000,UEC,90,,-1,182e9379-a3d4-40ba-9c1a-b99faa2befc3,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro2_medium.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro2,XTvsHH_bounty_Pyro2_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,c24b7837-3460-44bc-89da-cc27f085819f,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro2.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro3_Easy,Xenothreat_bounty_headhunter_desc_001,"Reward: 9,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9000,UEC,90,,-1,f8c580f2-c2ad-43a4-a7fe-e7fa74ebf8af,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro3_easy.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro3_Hard,Xenothreat_bounty_headhunter_desc_003,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,124da395-054b-4eb7-b52b-758e0c59f484,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro3_hard.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro3_Medium,Xenothreat_bounty_headhunter_desc_002,"Reward: 12,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,12000,UEC,90,,-1,9fb38614-cef8-4e60-9190-9117bc8ec37a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro3_medium.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro3,XTvsHH_bounty_Pyro3_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,0a316998-644b-48d4-880a-624a0962a443,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro3.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro5_Easy,Xenothreat_bounty_headhunter_desc_001,"Reward: 9,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9000,UEC,90,,-1,db774ff8-0076-4da1-bf67-8f34aaa0ac54,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro5_easy.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro5_Hard,Xenothreat_bounty_headhunter_desc_003,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,fdcf1487-ed1d-450f-ab63-059af7a69689,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro5_hard.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro5_Medium,Xenothreat_bounty_headhunter_desc_002,"Reward: 12,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,12000,UEC,90,,-1,7858e098-6c8e-4118-a78b-0fdf523573ee,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro5_medium.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro5,XTvsHH_bounty_Pyro5_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,a9d48f23-aa70-4636-a8e8-d27976eed0a2,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro5.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro6_Easy,Xenothreat_bounty_headhunter_desc_001,"Reward: 9,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,9000,UEC,90,,-1,598a8f93-5e96-4fd0-bfb2-8f80b009f080,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro6_easy.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro6_Hard,Xenothreat_bounty_headhunter_desc_003,"Reward: 15,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,15000,UEC,90,,-1,8acd6b55-03ba-4cf1-ac77-f82999aa03ac,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro6_hard.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro6_Medium,Xenothreat_bounty_headhunter_desc_002,"Reward: 12,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,12000,UEC,90,,-1,3bf03fce-da66-492a-9d6b-845428f04d04,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro6_medium.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters_Pyro6,XTvsHH_bounty_Pyro6_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,ea3b0a97-bee9-4c1a-9532-e2492e1de2f3,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters_pyro6.xml
PU_Bounty_PVE_Pyro_XenoThreat_vs_HeadHunters,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,58ee73e2-556d-42d2-b42d-af0fa71b614d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat_vs_headhunters.xml
PU_Bounty_PVE_Pyro_XenoThreat,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,3ca43627-8842-4ffa-b166-b35d51f6986f,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro_xenothreat.xml
PU_Bounty_PVE_Pyro,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,52f9ab7f-9fe4-4226-b827-fffb0e0d63ce,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_pyro.xml
PU_Bounty_PVE_Stanton_NorthRock_Hard,bounty_desc,"Reward: 11,250 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,11250,UEC,90,,-1,353d8f82-c445-4fbd-ad20-219cff595604,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton_northrock_hard.xml
PU_Bounty_PVE_Stanton_NorthRock_Intro,northrock_bounty_desc_first,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,c87e08b2-898c-4ccc-b5c1-3914eb44cf3f,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton_northrock_intro.xml
PU_Bounty_PVE_Stanton_NorthRock_Medium,bounty_desc,"Reward: 7,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,7500,UEC,90,,-1,50e35612-c1e2-4369-b9a9-f1e87fcc460b,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton_northrock_medium.xml
PU_Bounty_PVE_Stanton_NorthRock_Super,bounty_desc,"Reward: 25,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,25000,UEC,90,,-1,c9ae9db0-885d-4d66-8419-a559f9415e94,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton_northrock_super.xml
PU_Bounty_PVE_Stanton_NorthRock_VHard,bounty_desc,"Reward: 17,500 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,17500,UEC,90,,-1,b44a70b3-b0f5-4601-aad9-dcfd74c76074,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton_northrock_vhard.xml
PU_Bounty_PVE_Stanton_NorthRock,bounty_desc,"Reward: 3,780 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,3780,UEC,90,,-1,edcd0d8e-c427-44ef-9b6f-3934877369bb,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton_northrock.xml
PU_Bounty_PVE_Stanton,bounty_desc,"Reward: 5,000 aUEC\nTime Limit: 90 min\nCooldown: 5 min",5 min,5000,UEC,90,,-1,9a41d5b3-3917-44b7-baf1-30985801dbfc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve_stanton.xml
PU_Bounty_PVE,bounty_desc,"Reward: 5,000 aUEC\nCooldown: 5 min",5 min,5000,UEC,,,-1,ff6a3492-8031-4e86-a01e-a03ac350dbb6,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty_pve.xml
PU_Bounty,bounty_desc,"Reward: 1,890 aUEC\nCooldown: 5 min",5 min,1890,UEC,,,-1,0e648285-6866-4c01-846a-b577eb393c0a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_bounty.xml
PU_Recover_PVE_Stanton_2_Battaglia_LowReliability,mg_battaglia_space_recover_desc,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,9ab19f21-819c-4f93-a35b-4c0bf2e486e0,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton_2_battaglia_lowreliability.xml
PU_Recover_PVE_Stanton_2_Battaglia,mg_battaglia_space_recover_desc,"Reward: 11,250 aUEC\nCooldown: 5 min",5 min,11250,UEC,,,-1,dad077d9-d80a-4985-b95e-02c96d63785d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton_2_battaglia.xml
PU_Recover_PVE_Stanton1_Lawful_Easy,recoverstolen_space_desc,"Reward: 3,750 aUEC\nCooldown: 5 min",5 min,3750,UEC,,,-1,fe7784a2-f6f9-491a-bc1c-d9b375582fec,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton1_lawful_easy.xml
PU_Recover_PVE_Stanton1_Lawful_Hard,recoverstolen_space_desc,"Reward: 15,000 aUEC\nCooldown: 5 min",5 min,15000,UEC,,,-1,e27266a0-7d63-442e-9e5b-c582ac9627cc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton1_lawful_hard.xml
PU_Recover_PVE_Stanton1_Lawful_Intro,recoverstolen_space_desc,"Reward: 6,000 aUEC\nCooldown: 5 min",5 min,6000,UEC,,,-1,313a7c29-3b76-4d22-ad79-d5c1f7b9d451,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton1_lawful_intro.xml
PU_Recover_PVE_Stanton1_Lawful_Medium,recoverstolen_space_desc,"Reward: 10,500 aUEC\nCooldown: 5 min",5 min,10500,UEC,,,-1,609feba9-d471-4dce-9602-8a35cec05850,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton1_lawful_medium.xml
PU_Recover_PVE_Stanton1,recoverstolen_space_desc,"Reward: 5,000 aUEC\nCooldown: 5 min",5 min,5000,UEC,,,-1,671bd113-d329-4786-9a33-a86e54ff10d3,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton1.xml
PU_Recover_PVE_Stanton2_Lawful_Easy,recoverstolen_space_desc,"Reward: 6,750 aUEC\nCooldown: 5 min",5 min,6750,UEC,,,-1,062358a0-8a67-4b2a-a9ed-6186510d1f8b,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton2_lawful_easy.xml
PU_Recover_PVE_Stanton2_Lawful_Hard,recoverstolen_space_desc,"Reward: 15,000 aUEC\nCooldown: 5 min",5 min,15000,UEC,,,-1,9118cfcb-c3b8-482a-8405-f6d87b5ab695,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton2_lawful_hard.xml
PU_Recover_PVE_Stanton2_Lawful_Intro,recoverstolen_space_desc,"Reward: 6,000 aUEC\nCooldown: 5 min",5 min,6000,UEC,,,-1,5318d572-505a-47a7-8fe1-ec28d82e9cd5,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton2_lawful_intro.xml
PU_Recover_PVE_Stanton2_Lawful_Medium,recoverstolen_space_desc,"Reward: 10,500 aUEC\nCooldown: 5 min",5 min,10500,UEC,,,-1,7353bc44-3635-428a-883e-dc8c0ca72619,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton2_lawful_medium.xml
PU_Recover_PVE_Stanton2,recoverstolen_space_desc,"Reward: 7,500 aUEC\nCooldown: 5 min",5 min,7500,UEC,,,-1,31f07d7d-30b2-4030-93ef-8d3fde272ffa,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_recover_pve_stanton2.xml
