PoolClass,BlueprintGuids,Ref,Path
BP_REWARDS_Xenothreat2_25_04,"[{""guid"":""01af7aea-78a8-4fb3-9b0e-d8cf896bcd3c"",""weight"":1}]",96ddab13-025f-40e2-8757-f91c761fc38a,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_25_04.xml
BP_REWARDS_Xenothreat2_25_05,"[{""guid"":""b75f9854-5037-4c2c-95ff-bd497db0784c"",""weight"":1}]",668ab288-0f84-4253-9e21-16f9bbcb921b,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_25_05.xml
BP_REWARDS_Xenothreat2_25_06,"[{""guid"":""87588736-1f17-40dd-8f28-79d46263ce3c"",""weight"":1}]",89098afb-1035-43e9-8d65-857a5070efd2,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_25_06.xml
BP_REWARDS_Xenothreat2_50_01,"[{""guid"":""df419614-3101-4332-940a-59b1fda563c9"",""weight"":1}]",bb1ddea2-d086-4821-9662-caad87c48cff,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_50_01.xml
BP_REWARDS_Xenothreat2_50_02,"[{""guid"":""5b8f7276-a697-4118-b17c-ceb423d31513"",""weight"":1}]",1c47b046-c2c5-4356-a2c5-2f8c6aa42d7a,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_50_02.xml
BP_REWARDS_Xenothreat2_50_03,"[{""guid"":""5bf27739-fb9b-4d6b-b389-23f443753517"",""weight"":1}]",baec53f2-2ab1-4507-9882-7bb03966273e,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_50_03.xml
BP_REWARDS_Xenothreat2_50_04,"[{""guid"":""84fa0308-b20f-40f7-b711-531f5fc0a83a"",""weight"":1}]",8a02761e-cd85-4f94-a371-26458465594e,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_50_04.xml
BP_REWARDS_Xenothreat2_50_05,"[{""guid"":""b6169295-fc77-47b9-ac93-28a5071e4c3f"",""weight"":1}]",43bacc63-c4e7-4428-b4b4-db41e555787a,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_50_05.xml
BP_REWARDS_Xenothreat2_50_06,"[{""guid"":""7022945b-fa64-4478-ac6f-5575cf1ee34f"",""weight"":1}]",726db62d-ee52-467d-9e12-0b0fcdc487e4,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_50_06.xml
BP_REWARDS_Xenothreat2_60_01,"[{""guid"":""8de23a42-7652-4de0-bb2c-c51edf8a6c23"",""weight"":1}]",2c7c5545-2f23-4297-b4f1-6131c427c9fb,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_60_01.xml
BP_REWARDS_Xenothreat2_60_02,"[{""guid"":""938b9037-160f-43fd-91df-f3aae5412f84"",""weight"":1}]",34dfefee-28f7-44d3-a63e-a73d646bc3a8,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_60_02.xml
BP_REWARDS_Xenothreat2_85_01,"[{""guid"":""db3f4c97-8d40-4b36-b397-452dea1594fc"",""weight"":1}]",ddb463e6-1bf8-47da-8816-e1eab8347beb,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_85_01.xml
BP_REWARDS_Xenothreat2_85_02,"[{""guid"":""6748a7c7-5e6f-463e-87c2-05b20a7bd3ae"",""weight"":1}]",51f3df33-47f4-459a-bec1-b1c77f4e8158,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_85_02.xml
