Entity Class,Composition GUID,Composition Class,Global Params GUID,Global Params Class,Audio Params GUID,Audio Params Class,Density Class GUID,Density Class,Filled Factor,Glow Curve Power,Glow Lerp Speed,Allow Auto Respawning,Record GUID,Record Path
MineableRock_FPS_Hadanite,b67114a3-683b-49be-b6a5-c712e7338901,FPS_Composition_HadaniteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,3998d58a-4021-4697-9432-2162aff01c73,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml
MineableRock_FPS_Jaclium_large,76cd0067-53dd-47c1-ab20-5d38be542389,FPS_Composition_JacliumDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,1297ba00-de45-4f5d-8ebf-e3b898aed8ca,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_large.xml
MineableRock_FPS_Jaclium_small,76cd0067-53dd-47c1-ab20-5d38be542389,FPS_Composition_JacliumDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,fc922824-6b6e-4e4d-ae1c-c71708ac9081,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_small.xml
MineableRock_FPS_Jaclium,76cd0067-53dd-47c1-ab20-5d38be542389,FPS_Composition_JacliumDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,96243547-bd22-44a8-b606-b467081d51df,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium.xml
MineableRock_FPS_Janalite,50e8f768-6367-4139-b4ea-92b48fdfe9bd,FPS_Composition_JanaliteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,41d363ad-d135-4493-9b77-a75f40a74ce4,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml
MineableRock_FPS_Sadaryx,81165186-bf7e-477c-8623-4ca66887be58,FPS_Composition_SadaryxDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,ddeee909-6bfd-4dd9-a731-64123ce90296,libs/foundry/records/entities/mineable/mineablerock_fps_sadaryx.xml
MineableRock_FPS_Saldynium_large,3c6e53f8-fe56-4000-b673-f90f42396876,FPS_Composition_SaldyniumDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,adbe4d01-84e2-41c7-9f7c-4d5d557f3a24,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_large.xml
MineableRock_FPS_Saldynium_small,3c6e53f8-fe56-4000-b673-f90f42396876,FPS_Composition_SaldyniumDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,29affaaf-0b04-4e2c-8339-61062e9f9709,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_small.xml
MineableRock_FPS_Saldynium,3c6e53f8-fe56-4000-b673-f90f42396876,FPS_Composition_SaldyniumDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,5583eee8-aa60-4a29-8aaf-141b346e9944,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium.xml
MineableRock_FPS_TEMPLATE,670e8836-4d5e-42eb-a35d-7199fd87732f,TestFPSDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,7976f48b-2d83-422a-9903-94942f45b476,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml
MineableRock_FPS_VlkIrradiatedMineablePearls,99f553b4-250b-4707-aa53-d96e80a36564,FPS_Composition_VLKLimpet,de5a7526-142c-46ea-b568-1b8433b29682,MiningGlobalParamsFPS_Organic,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,0.2,0.1,0.25,1,44ab70fa-e488-4aa7-b6db-202b0ac13af8,libs/foundry/records/entities/mineable/mineablerock_fps_vlkirradiatedmineablepearls.xml
MineableRock_FPS_VlkMineablePearls,99f553b4-250b-4707-aa53-d96e80a36564,FPS_Composition_VLKLimpet,de5a7526-142c-46ea-b568-1b8433b29682,MiningGlobalParamsFPS_Organic,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,002ffbec-735a-472c-a88e-d3235f92c0f6,libs/foundry/records/entities/mineable/mineablerock_fps_vlkmineablepearls.xml
MineableRock_GroundVehicle_Beradom,3c8b57fb-77d7-467d-b72e-7a2889554899,GroundVehicle_Composition_BeradomDeposit,4bf85118-d762-475f-b11e-5b4b3a55cd8b,MiningGlobalParamsGroundVehicle,a204c138-b6ef-418a-8079-8abbaeda3cc9,MiningGlobalAudioParamsGRINROC,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,43090a6d-e2e4-4678-8be1-e893c3a96788,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_beradom.xml
MineableRock_GroundVehicle_Carinite_large,4a907bfe-8a0b-4608-b6e5-793ec1ab722d,GroundVehicle_Composition_Carinite,4bf85118-d762-475f-b11e-5b4b3a55cd8b,MiningGlobalParamsGroundVehicle,a204c138-b6ef-418a-8079-8abbaeda3cc9,MiningGlobalAudioParamsGRINROC,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1a132c08-28d1-48bf-8e5e-19cc644fedf0,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_large.xml
MineableRock_GroundVehicle_Carinite_small,4a907bfe-8a0b-4608-b6e5-793ec1ab722d,GroundVehicle_Composition_Carinite,4bf85118-d762-475f-b11e-5b4b3a55cd8b,MiningGlobalParamsGroundVehicle,a204c138-b6ef-418a-8079-8abbaeda3cc9,MiningGlobalAudioParamsGRINROC,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,9d235ec6-79d5-4443-a826-440b3d2e71fa,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_small.xml
MineableRock_GroundVehicle_Carinite,4a907bfe-8a0b-4608-b6e5-793ec1ab722d,GroundVehicle_Composition_Carinite,4bf85118-d762-475f-b11e-5b4b3a55cd8b,MiningGlobalParamsGroundVehicle,a204c138-b6ef-418a-8079-8abbaeda3cc9,MiningGlobalAudioParamsGRINROC,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,2c916a2c-8440-4005-a064-5c1a78cad87c,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite.xml
MineableRock_GroundVehicle_Feynmaline,27ca5eac-b98f-4eb0-ab50-82e81490c7ab,GroundVehicle_Composition_FeynmalineDeposit,4bf85118-d762-475f-b11e-5b4b3a55cd8b,MiningGlobalParamsGroundVehicle,a204c138-b6ef-418a-8079-8abbaeda3cc9,MiningGlobalAudioParamsGRINROC,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,6755e998-e87c-47bf-8d78-a05e510f792f,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml
MineableRock_GroundVehicle_Glacosite,841a9a3e-cce6-4144-b22c-b0445579fa47,GroundVehicle_Composition_GlacositeDeposit,4bf85118-d762-475f-b11e-5b4b3a55cd8b,MiningGlobalParamsGroundVehicle,a204c138-b6ef-418a-8079-8abbaeda3cc9,MiningGlobalAudioParamsGRINROC,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,096c312d-616c-42cf-bc7f-f1c53d2920c8,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml
MineableRock_SurfaceCommon_Aluminum,454fd533-5d95-4619-a345-b0379ce94a12,CommonShipMineables_Aluminum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,358e8a7e-ace1-432a-a369-ea1841623e10,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_aluminum.xml
MineableRock_SurfaceCommon_Copper,f9361e5b-fb9f-444f-8ed7-a4e5dd6fee81,CommonShipMineables_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b2fd6a88-fdf0-467e-bb56-3f791de97242,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_copper.xml
MineableRock_SurfaceCommon_Corundum,0d5911b5-0eb3-47c4-a56f-89e4b1e82c1a,CommonShipMineables_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,6cbc92f7-1d03-4f87-a089-fc42569a4ee8,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_corundum.xml
MineableRock_SurfaceCommon_Hephaestanite,becf21b0-3812-4e04-aeb5-031d61104fdd,CommonShipMineables_Hephaestanite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,5fe24561-d6cf-47a7-9aec-38c45b67291b,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_hephaestanite.xml
MineableRock_SurfaceCommon_Ice,606cffd3-77a5-4d87-8927-049f1de6b686,CommonShipMineables_Ice,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,307eb8cf-02e7-451e-b7b2-a34dea6446af,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_ice.xml
MineableRock_SurfaceCommon_Iron,6d8ce739-5180-4479-a43b-e1c2a580d72d,CommonShipMineables_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,9244bdbf-2311-4715-864b-6de72d987064,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_iron.xml
MineableRock_SurfaceCommon_Quartz,9b0c86e4-82bc-42d9-99ea-3201e6072553,CommonShipMineables_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e1082109-d0df-4eb4-87ab-6e16be897a8a,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_quartz.xml
MineableRock_SurfaceCommon_Silicon,eed529e2-a1c1-4227-b0a7-6c5b0acd7823,CommonShipMineables_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,68545e81-79db-485d-9ddb-f04bb90e6f6c,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_silicon.xml
MineableRock_SurfaceCommon_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b8cba09d-f325-4fe7-a0ab-903ac01f5b6d,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_template.xml
MineableRock_SurfaceCommon_Tin,64799ef4-d78d-4828-b039-73ffcf7470a4,CommonShipMineables_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a70d6cb4-102f-410c-888d-83e2e4855333,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_tin.xml
MineableRock_SurfaceEpic_Lindinium,ca4881b0-5183-4ca4-b0c2-8bcb2d5b3e55,EpicShipMineables_Lindinium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,32346573-05d4-4ce0-82b4-ac186c3f89dc,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_lindinium.xml
MineableRock_SurfaceEpic_Ouratite,9f6c0f45-2b55-4c5c-90d0-8f14b09a3149,EpicShipMineables_Ouratite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e1839c91-51f6-4a73-9f65-1ffbc305aba1,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_ouratite.xml
MineableRock_SurfaceEpic_Riccite,faf633b8-c425-4109-b20f-ccc8180b6bca,EpicShipMineables_Riccite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,369382cf-8255-46b9-8ce1-c879f0030400,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_riccite.xml
MineableRock_SurfaceEpic_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1ce228d1-25fc-41d2-9259-ac62271f103e,libs/foundry/records/entities/mineable/mineablerock_surfaceepic_template.xml
MineableRock_SurfaceLegendary_Quantainium,f08cf919-8503-430e-9fe6-06e44f0fae31,LegendaryShipMineables_Quantainium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c8a3ce5c-9145-4a55-a58f-a8b8b2b8e348,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_quantainium.xml
MineableRock_SurfaceLegendary_Savrilium,d19e906e-e262-4b4d-8713-5c52186f9d2f,LegendaryShipMineables_Savrilium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c2ba07e5-fb84-4591-8ff2-d026b3f1e9da,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_savrilium.xml
MineableRock_SurfaceLegendary_Stileron,30dc2e47-7eb0-4a08-ad72-e943b72f8e3d,LegendaryShipMineables_Stileron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,ed47376e-3437-4b41-8583-d439f7e11f5e,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_stileron.xml
MineableRock_SurfaceLegendary_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,d640865f-4b87-427f-9586-1ff7b069ca15,libs/foundry/records/entities/mineable/mineablerock_surfacelegendary_template.xml
MineableRock_SurfaceRare_Beryl,2c7237f3-4061-4379-a050-55f372dbbe00,RareShipMineables_Beryl,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,dcaa2915-69fc-4b43-bc1a-fedc851dda9f,libs/foundry/records/entities/mineable/mineablerock_surfacerare_beryl.xml
MineableRock_SurfaceRare_Bexalite,4e79ec1e-84ae-4f7c-a566-6e52aa5959ba,RareShipMineables_Bexalite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,918d10b4-d7d6-4920-9f23-2896326691b5,libs/foundry/records/entities/mineable/mineablerock_surfacerare_bexalite.xml
MineableRock_SurfaceRare_Borase,885a28d1-911c-4454-aef6-2ccad8bc6227,RareShipMineables_Borase,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,dfbbc15f-2ad2-4e16-9558-7f2eb8362b2b,libs/foundry/records/entities/mineable/mineablerock_surfacerare_borase.xml
MineableRock_SurfaceRare_Gold,387cb792-f770-4eee-a525-e4cacd2cb2d1,RareShipMineables_Gold,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,dbda0e49-9fc7-413f-afe1-0dc13a7d0295,libs/foundry/records/entities/mineable/mineablerock_surfacerare_gold.xml
MineableRock_SurfaceRare_Taranite,926a392b-6d1f-4cb8-916c-427c7dcc3923,RareShipMineables_Taranite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c8e3c2d7-af2b-42b0-a92f-3822f8840bfb,libs/foundry/records/entities/mineable/mineablerock_surfacerare_taranite.xml
MineableRock_SurfaceRare_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,f65a3c1c-9ca0-451a-904f-af3b0e0854b4,libs/foundry/records/entities/mineable/mineablerock_surfacerare_template.xml
MineableRock_SurfaceUncommon_Agricium,0a6060e6-261f-4f87-8fc9-07a6342d579e,UncommonShipMineables_Agricium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,4608dc93-4ab6-450f-b4fe-678b447075bc,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_agricium.xml
MineableRock_SurfaceUncommon_Aslarite,e2e4a538-7f96-4c9b-8136-fb961dd37cea,UncommonShipMineables_Aslarite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,7cca28b5-c209-428e-97ef-1aac14cde39e,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_aslarite.xml
MineableRock_SurfaceUncommon_Laranite,f69ad5eb-97f4-4623-ae8e-f7c12ba09598,UncommonShipMineables_Laranite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a01a1165-46d6-4e51-8e87-514887bac995,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_laranite.xml
MineableRock_SurfaceUncommon_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,17fbf64f-e727-4c18-950d-f1db5bee9349,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_template.xml
MineableRock_SurfaceUncommon_Titanium,20724d8d-ab6e-4a69-8837-ebd850e2cfab,UncommonShipMineables_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,24d54803-a973-49a6-983c-eddf749444ba,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_titanium.xml
MineableRock_SurfaceUncommon_Torite,98aa6986-1b1b-475b-8488-41ad6182d1da,UncommonShipMineables_Torite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,58ef2fc4-3886-4b07-ada7-6633c00b3c5d,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_torite.xml
MineableRock_SurfaceUncommon_Tungsten,2aaef6ae-ec1d-41f3-9c33-c6f37c4f4535,UncommonShipMineables_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b9968650-527d-474e-907b-e65a8a581737,libs/foundry/records/entities/mineable/mineablerock_surfaceuncommon_tungsten.xml
MineableRock_test_Agricium,5de1a1d9-784a-4afb-a125-e98b3ff45559,TestCompositionPreset_Agricium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,39dd94d4-40dd-4daf-87dc-ad464f420701,libs/foundry/records/entities/mineable/mineablerock_test_agricium.xml
MineableRock_test_Aluminium_half,d796027d-d990-4dcc-b4ce-640bb20ae315,TestCompositionPreset_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a316be6b-1fd8-4018-8441-7b83d5480d6b,libs/foundry/records/entities/mineable/mineablerock_test_aluminium_half.xml
MineableRock_test_Aluminium,d796027d-d990-4dcc-b4ce-640bb20ae315,TestCompositionPreset_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,8de703fb-6871-4b62-8019-eb242fb0d098,libs/foundry/records/entities/mineable/mineablerock_test_aluminium.xml
MineableRock_test_Beryl,14561ecc-f915-4cb0-9cd1-84e9056a5e1f,TestCompositionPreset_Beryl,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e5ea0472-b366-4a94-895e-17496e327ce3,libs/foundry/records/entities/mineable/mineablerock_test_beryl.xml
MineableRock_test_Bexalite,edf87520-0395-46dc-a219-c4de292bc2b9,TestCompositionPreset_Bexalite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,2e11ddbb-78df-4162-a927-b9859254f793,libs/foundry/records/entities/mineable/mineablerock_test_bexalite.xml
