Entity Class,Name Key,Description Key,Display Name Key,Display Description Key,Display Type Key,Type GUID,Subtype GUID,Cargo Occupancy Unit,Cargo Occupancy Value,Cargo Occupancy SCU,Boxable,Unrefined,Raw,Refined,Record GUID,Record Path
hephaestanite,items_commodities_hephaestanite,items_commodities_hephaestanite_desc,items_commodities_hephaestanite,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,c0bb102b-33fd-46be-a67a-df57c31f36b7,SCentiCargoUnit,1,0.01,1,0,,,20d1f023-d753-4d1e-938a-51e1770ba0b9,libs/foundry/records/entities/commodities/minerals/hephaestanite.xml
laranite,items_commodities_laranite,items_commodities_laranite_desc,items_commodities_laranite,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,e3c6c54e-a6c4-42a2-9b66-1219951435a0,SCentiCargoUnit,1,0.01,1,0,,,585bff8d-43a9-49ca-8d92-aabb252dfde6,libs/foundry/records/entities/commodities/minerals/laranite.xml
quantanium,items_commodities_quantainium,items_commodities_quantainium_desc,items_commodities_quantainium,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,b1113687-c14c-40d1-827d-926f66ed58f2,SCentiCargoUnit,1,0.01,1,0,,,ef684d49-1b24-4a5b-9ff6-0c7e61228553,libs/foundry/records/entities/commodities/minerals/quantanium.xml
quartz,items_commodities_quartz,items_commodities_quartz_desc,items_commodities_quartz,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,a27e5a92-0c5a-4be7-bdf2-a1dc8a2eda74,SCentiCargoUnit,1,0.01,1,0,,,9f6d7b98-31ad-447b-8061-702f39a22ac2,libs/foundry/records/entities/commodities/minerals/quartz.xml
taranite,items_commodities_taranite,items_commodities_taranite_desc,items_commodities_taranite,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,3440f9ad-6384-4836-8274-4529fb1e3cdf,SCentiCargoUnit,1,0.01,1,0,,,2726bff4-2370-4a3b-a1e1-85af0791ee11,libs/foundry/records/entities/commodities/minerals/taranite.xml
raw_beryl,items_commodities_beryl_raw,items_commodities_beryl_raw_desc,items_commodities_beryl_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,10b307b9-3362-4a0c-8e08-be22dd9d40bf,SCentiCargoUnit,1,0.01,1,0,,,be686734-729a-43e1-93ea-d7f7f127ecde,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_beryl.xml
raw_bexalite,items_commodities_bexalite_raw,items_commodities_bexalite_raw_desc,items_commodities_bexalite_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,87fe4fe0-a2f7-4ee2-89fa-cd4ae7e9ac70,SCentiCargoUnit,1,0.01,1,0,,,05544778-ca64-44fb-85fd-fdd6db81d543,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_bexalite.xml
raw_corundum,items_commodities_corundum_raw,items_commodities_corundum_raw_desc,items_commodities_corundum_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,5954f544-b83a-4199-a0c0-a240849e5a6b,SCentiCargoUnit,1,0.01,1,0,,,29095211-071d-404b-a2fb-1fff7f45f791,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_corundum.xml
raw_diamond,items_commodities_diamond_raw,items_commodities_diamond_raw_desc,items_commodities_diamond_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,524b3f35-34a0-42a4-9cee-fdbc958acc36,SCentiCargoUnit,1,0.01,1,0,,,3888a61f-0d88-4d43-b8c0-3dea23b5d68f,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_diamond.xml
raw_hephaestanite,items_commodities_hephaestanite_raw,items_commodities_hephaestanite_raw_desc,items_commodities_hephaestanite_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,78002096-d89f-4c43-8c18-c53036892aca,SCentiCargoUnit,1,0.01,1,0,,,aff90cc0-4851-47f2-ab68-82ff8791f857,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_hephaestanite.xml
raw_laranite,items_commodities_laranite_raw,items_commodities_laranite_raw_desc,items_commodities_laranite_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,42c0595b-5f9e-47b9-baee-235fbc3cb25b,SCentiCargoUnit,1,0.01,1,0,,,8bbbdeac-788c-43fc-9a84-0b3a0ed2e714,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_laranite.xml
raw_quantainium,items_commodities_quantainium_raw,items_commodities_quantainium_raw_desc,items_commodities_quantainium_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,7da7ab29-481b-4934-b229-a62419586563,SCentiCargoUnit,1,0.01,1,0,,,f4e2b50a-e19a-4bb2-8253-90a8f03b0f4c,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_quantainium.xml
raw_quartz,items_commodities_quartz_raw,items_commodities_quartz_raw_desc,items_commodities_quartz_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,8f51e643-c778-4a63-bc9e-08bb4b6bcdf0,SCentiCargoUnit,1,0.01,1,0,,,14992573-022e-41eb-b1b1-b9a2a2836169,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_quartz.xml
raw_taranite,items_commodities_taranite_raw,items_commodities_taranite_raw_desc,items_commodities_taranite_raw,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,6e02ac21-3674-4ed9-8904-2ff87cc816d4,SCentiCargoUnit,1,0.01,1,0,,,522803b2-6cb5-4a2a-9d17-6d80b5578cc2,libs/foundry/records/entities/commodities/minerals/unrefinedminerals/raw_taranite.xml
inert_materials,items_commodities_inert_materials,items_commodities_inert_materials_desc,items_commodities_inert_materials,LOC_UNINITIALIZED,items_commodities_mixedMining,f3ed17dd-fbcc-405b-8724-32b0d3e97974,1342d4c2-a746-4996-aedd-5af283a563b0,SCentiCargoUnit,1,0.01,1,1,,,39e6305c-8d6a-4a1f-a0b0-70eaf2c1e43a,libs/foundry/records/entities/commodities/mixedmining/inert_materials.xml
mixedMining,items_commodities_mixedMining,items_commodities_mixedMining_desc,items_commodities_mixedMining,LOC_UNINITIALIZED,items_commodities_mixedMining,f3ed17dd-fbcc-405b-8724-32b0d3e97974,,SCentiCargoUnit,1,0.01,1,1,,,891080af-43fb-4afa-890c-8d7acdf5eb76,libs/foundry/records/entities/commodities/mixedmining/mixedmining.xml
BlueBilva,items_commodities_bluebilva,items_commodities_bluebilva_desc,items_commodities_bluebilva,items_commodities_goldenmedmon_desc,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,a1cd30a2-6ff7-4d65-8b17-84e37f0eda3a,SMicroCargoUnit,750,0.00075,1,0,,,c186b9db-f002-423d-8001-4f9a3cc74264,libs/foundry/records/entities/commodities/natural/bluebilva.xml
DecariPod,items_commodities_decaripod,items_commodities_decaripod_desc,items_commodities_decaripod,items_commodities_decaripod_desc,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,27bd5246-b98b-4f3f-8dbc-b90e60db8981,SMicroCargoUnit,350,0.00035,1,0,,,cdcd7391-29d9-4659-8c02-1911f0a552ff,libs/foundry/records/entities/commodities/natural/decaripod.xml
FotiaScrub,items_commodities_fotiascrub,items_commodities_fotiascrub_desc,items_commodities_fotiascrub,items_commodities_fotiascrub,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,a0e9c5c2-7292-4c5b-9c67-07e49b3e8dcb,SMicroCargoUnit,600,0.0006,1,0,,,728aecfa-ade1-4ab2-a7ab-44ecd20fec97,libs/foundry/records/entities/commodities/natural/fotiascrub.xml
JumpingLime,items_commodities_jumpinglimes,items_commodities_jumpinglimes_desc,items_commodities_jumpinglimes,items_commodities_goldenmedmon_desc,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,27570f81-45b4-4545-ac1e-f8049b1a606a,SMicroCargoUnit,350,0.00035,1,0,,,7f9f8570-5f3b-4437-808c-a666441b06aa,libs/foundry/records/entities/commodities/natural/jumpinglime.xml
Oza,items_commodities_oza,items_commodities_oza_desc,items_commodities_oza,items_commodities_goldenmedmon_desc,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,f717e5d4-fcff-4393-ab07-6da362bf1289,SMicroCargoUnit,420,0.00042,1,0,,,c64fb1be-5153-4ba1-8952-2b7943a43244,libs/foundry/records/entities/commodities/natural/oza.xml
Pingala,items_commodities_pingala,items_commodities_pingala_desc,items_commodities_pingala,items_commodities_pingala_desc,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,809d4b72-e25e-4477-b043-1e4bb6227043,SMicroCargoUnit,350,0.00035,1,0,,,9b262b7a-e251-44cb-bd62-4cb2fb4733d9,libs/foundry/records/entities/commodities/natural/pingala.xml
Spiral,items_commodities_spiral,items_commodities_spiral_desc,items_commodities_spiral,items_commodities_goldenmedmon_desc,items_commodities_type_natural,bf3b68e9-dafe-4517-bc51-23652d6c9f49,7a84282f-45b1-4d5b-909c-2aebd020ce64,SMicroCargoUnit,760,0.00076,1,0,,,16e0129e-6ee8-4707-94cb-1dec7e77645a,libs/foundry/records/entities/commodities/natural/spiral.xml
carbon,items_commodities_carbon,items_commodities_carbon_desc,items_commodities_carbon,LOC_UNINITIALIZED,items_commodities_type_nonmetals,950be178-a25a-4dd4-a8af-4209fa58d4ac,2df42f6b-e63d-42cf-a4df-1da33e645c18,SCentiCargoUnit,1,0.01,1,0,,,1e65e4c1-c7c2-4ed6-9d02-f20deb26d74b,libs/foundry/records/entities/commodities/non_metals/carbon.xml
silicon,items_commodities_silicon,items_commodities_silicon_desc,items_commodities_silicon,LOC_UNINITIALIZED,items_commodities_type_nonmetals,950be178-a25a-4dd4-a8af-4209fa58d4ac,dbfeff34-c7b5-47bc-a45a-259192829ce6,SCentiCargoUnit,1,0.01,1,0,,,e2bfa87a-cd18-4d93-b7fc-8103dbef2ba0,libs/foundry/records/entities/commodities/non_metals/silicon.xml
hpmc,items_commodities_type_HPMC,items_commodities_type_HPMC_desc,items_commodities_type_HPMC,LOC_UNINITIALIZED,items_commodities_type_processedGoods,0df5ad84-837a-4e0d-a80a-02da1b12ce3a,99a9ea14-80d6-4337-b823-50795cf7273f,SCentiCargoUnit,1,0.01,1,0,,,e39c7a65-a67e-4086-a71c-7635bdff7759,libs/foundry/records/entities/commodities/processedgoods/hpmc.xml
plasmaFuel,items_commodities_type_plasmaFuel,items_commodities_type_plasmaFuel_desc,items_commodities_type_plasmaFuel,LOC_UNINITIALIZED,items_commodities_type_processedGoods,0df5ad84-837a-4e0d-a80a-02da1b12ce3a,23841938-3485-4738-ace1-1c98a1776b2b,SCentiCargoUnit,1,0.01,1,0,,,6d14787a-8e7d-4595-b80c-ae6f85450b79,libs/foundry/records/entities/commodities/processedgoods/plasmafuel.xml
quantumFuel,items_commodities_type_quantumFuel,items_commodities_type_quantumFuel_desc,items_commodities_type_quantumFuel,LOC_UNINITIALIZED,items_commodities_type_processedGoods,0df5ad84-837a-4e0d-a80a-02da1b12ce3a,101901be-6277-4c1b-b122-d764bddfddde,SCentiCargoUnit,1,0.01,1,0,,,d86099d1-e57e-4e73-b966-534c9410f04e,libs/foundry/records/entities/commodities/processedgoods/quantumfuel.xml
rmc,items_commodities_type_RMC,items_commodities_type_RMC_desc,items_commodities_type_RMC,LOC_UNINITIALIZED,items_commodities_type_processedGoods,0df5ad84-837a-4e0d-a80a-02da1b12ce3a,b078a2c3-b637-46b3-a222-2d6417337260,SCentiCargoUnit,1,0.01,1,0,,,59a0ff6e-6c48-48c5-8e75-00bbebd3fbf2,libs/foundry/records/entities/commodities/processedgoods/rmc.xml
ShipAmmunition,item_NameAmmoCrate,item_DescAmmoCrate,item_NameAmmoCrate,LOC_UNINITIALIZED,items_commodities_type_processedGoods,0df5ad84-837a-4e0d-a80a-02da1b12ce3a,54009639-4c6b-4dda-8262-361a04ac5e84,SCentiCargoUnit,1,0.01,1,0,,,dca67f8f-adfd-4471-9d7f-5b77c923ea13,libs/foundry/records/entities/commodities/processedgoods/shipammunition.xml
CompBoard,items_commodities_compboard,items_commodities_compboard_desc,items_commodities_compboard,items_commodities_compboard_desc,items_commodities_type_scrap,ed0caf1c-50a1-4310-8bb9-3eb664c64a59,32833439-a307-4a21-b11c-56c265a89e37,SMicroCargoUnit,600,0.0006,1,0,,,14798b94-9280-475b-8bbe-9ffb6698cf99,libs/foundry/records/entities/commodities/scrap/compboard.xml
scrap,items_commodities_scrap,LOC_EMPTY,items_commodities_scrap,LOC_UNINITIALIZED,items_commodities_type_scrap,ed0caf1c-50a1-4310-8bb9-3eb664c64a59,0ed99600-80f8-4660-951f-dae11db6b4d0,SCentiCargoUnit,1,0.01,1,0,,,00cbfce5-8215-4619-9399-cafe96a5c5a9,libs/foundry/records/entities/commodities/scrap/scrap.xml
altruciatoxin_unprocessed,items_commodities_altruciatoxin_unprocessed,items_commodities_altruciatoxin_unprocessed_desc,items_commodities_altruciatoxin_unprocessed,LOC_UNINITIALIZED,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,d2957552-b6a5-4f01-b0b5-bfa11fa02040,SCentiCargoUnit,1,0.01,1,0,,,599a5fca-1d2f-4661-bd97-1fbb17fbc6ac,libs/foundry/records/entities/commodities/vice/altruciatoxin_unprocessed.xml
altruciatoxin,items_commodities_altruciatoxin,LOC_EMPTY,items_commodities_altruciatoxin,LOC_UNINITIALIZED,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,bbb6df43-0295-470d-b822-cdd90e0f6c48,SCentiCargoUnit,1,0.01,1,0,,,f9bb228a-d3d3-4756-a0f1-65bfeca71a1d,libs/foundry/records/entities/commodities/vice/altruciatoxin.xml
distilledSpirits,items_commodities_distilledSpirits,LOC_EMPTY,items_commodities_distilledSpirits,LOC_UNINITIALIZED,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,02ae7f01-1edb-486e-ada2-7fb54116cec2,SCentiCargoUnit,1,0.01,1,0,,,f4ddbdca-2266-456f-afbc-e46586f9b4a4,libs/foundry/records/entities/commodities/vice/distilledspirits.xml
dopple,items_commodities_dopple,items_commodities_dopple_desc,items_commodities_dopple,items_commodities_dopple,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,5ed00954-c6cb-48dd-b3ba-f2ff64ce9b37,SMicroCargoUnit,750,0.00075,1,0,,,d09bd9d5-0d62-4732-b7d1-5c33662e03f9,libs/foundry/records/entities/commodities/vice/dopple.xml
etam,items_commodities_etam,items_commodities_etam_desc,items_commodities_etam,items_commodities_etam,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,3653a6fb-c6af-4b4e-a9d0-97da7288babe,SCentiCargoUnit,1,0.01,1,0,,,ab0b493c-9faf-401e-a27b-a81998bf07a5,libs/foundry/records/entities/commodities/vice/etam.xml
freeze,items_commodities_freeze,items_commodities_freeze_desc,items_commodities_freeze,items_commodities_freeze,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,68385038-744c-45c9-b57f-0b3be3a58df1,SMicroCargoUnit,750,0.00075,1,0,,,674f116f-d1b8-4000-bd8f-e17afbcf95ae,libs/foundry/records/entities/commodities/vice/freeze.xml
glow,items_commodities_glow,items_commodities_glow_desc,items_commodities_glow,items_commodities_glow,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,273227cc-4a56-4dbc-ba65-5eb3920a903e,SMicroCargoUnit,750,0.00075,1,0,,,6693f3b7-a913-4e3a-a3ca-b4bf1af1603d,libs/foundry/records/entities/commodities/vice/glow.xml
mala,items_commodities_mala,items_commodities_mala_desc,items_commodities_mala,items_commodities_mala,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,574378be-7653-4910-ae2a-67dd42e117c0,SMicroCargoUnit,750,0.00075,1,0,,,7e672aee-b473-4989-a497-c31ec1faffa0,libs/foundry/records/entities/commodities/vice/mala.xml
maze,items_commodities_maze,items_commodities_maze_desc,items_commodities_maze,items_commodities_maze_desc,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,2ac7e069-37fc-4b27-8d0e-142ac7a8e0c1,SCentiCargoUnit,1,0.01,1,0,,,20155793-a24c-48fc-a986-26b442145858,libs/foundry/records/entities/commodities/vice/maze.xml
neon,items_commodities_neon,items_commodities_neon_desc,items_commodities_neon,items_commodities_neon_desc,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,e87504dd-a10e-4d66-ac69-92f5646e0548,SCentiCargoUnit,1,0.01,1,0,,,c106984b-73fe-4e6b-aa72-65c14443e171,libs/foundry/records/entities/commodities/vice/neon.xml
slam_1,items_commodities_slam,items_commodities_slam_desc,items_commodities_slam,items_commodities_slam_desc,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,d962e1d2-1518-42dd-88a9-1470fef1f041,SCentiCargoUnit,1,0.01,1,0,,,c76f87fa-4d7d-41a6-adea-ad00b9707b6f,libs/foundry/records/entities/commodities/vice/slam_1.xml
slam_uncut,items_commodities_uncutslam,items_commodities_uncutslam_desc,items_commodities_slam,items_commodities_slam_desc,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,406da67c-b32e-482b-9c78-6a567f0beaab,SCentiCargoUnit,1,0.01,1,0,,,ade7d1f1-bcc6-4335-aca2-a685a5ab9bf7,libs/foundry/records/entities/commodities/vice/slam_uncut.xml
slam,items_commodities_slam,items_commodities_slam_desc,items_commodities_slam,items_commodities_slam_desc,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,f67221b6-b897-4939-bc8d-d4556a05a8d6,SCentiCargoUnit,1,0.01,1,0,,,77fc71bd-e2c2-42d2-8924-b5fae46caf58,libs/foundry/records/entities/commodities/vice/slam.xml
stims,items_commodities_stims,LOC_EMPTY,items_commodities_stims,LOC_UNINITIALIZED,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,460e6f2f-2a8e-4713-9b02-1388e0dfdaaa,SCentiCargoUnit,1,0.01,1,0,,,31855cfd-a9b5-42f6-b7d8-11739205bd7c,libs/foundry/records/entities/commodities/vice/stims.xml
thrust,items_commodities_thrust,items_commodities_thrust_desc,items_commodities_thrust,items_commodities_thrust,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,0fc62032-04af-4423-9f55-1a98510181be,SMicroCargoUnit,750,0.00075,1,0,,,385e46f7-9768-45af-aa9f-4049c2021386,libs/foundry/records/entities/commodities/vice/thrust.xml
widow,items_commodities_widow,LOC_EMPTY,items_commodities_widow,LOC_UNINITIALIZED,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,63528e85-894f-49a2-bab6-9980c18c835d,SCentiCargoUnit,1,0.01,1,0,,,f73f3601-8edd-4b3b-a5f3-f3bb67f24771,libs/foundry/records/entities/commodities/vice/widow.xml
zip,items_commodities_zip,items_commodities_zip_desc,items_commodities_zip,items_commodities_zip,items_commodities_type_vice,458f5cd4-6fa8-457f-959b-b741f9a45412,569687f7-d857-4625-871b-577e9caec44c,SMicroCargoUnit,750,0.00075,1,0,,,7c2acbc5-ca35-4dc0-b6c3-be61afa9b060,libs/foundry/records/entities/commodities/vice/zip.xml
waste,items_commodities_waste,LOC_EMPTY,items_commodities_waste,LOC_UNINITIALIZED,items_commodities_type_waste,cc26937a-653e-4a8d-a3f4-f728a01291a6,71b58f36-f56e-4c28-bfcf-3efe02d91f39,SCentiCargoUnit,1,0.01,1,0,,,eff51505-e247-4516-8988-51a996b58fc6,libs/foundry/records/entities/commodities/waste/waste.xml
