Template Class,Contract Class Type,Owner GUID,Owner Class,Display Type GUID,Display Type Class,Illegal,Show Life Time In MobiGlas,Pre Show Objectives,Has Complete Button,Handles Abandon Request,Can Be Shared,Display Allied Markers,Only Owner Can Complete,Fail If Sent To Prison,Fail If Became Criminal,Fail If Leave Prison,Mission Completion Time,Mission Auto End,Mission Result After Timer End,Remaining Time To Show Timer,Objective Count,Mission Property Count,Objective Handler Types,Objective Handler Modules,Objective Display Keys,Travel Objective Keys,Return Objective Keys,Override Mission Details Keys,Nav Point Name Keys,String Hash Keys,Location Tag GUIDs,Location Tag Classes,Record GUID,Record Path
TheCollector_AD2_LotsOfZipZap,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a990e43e-0743-4ac5-b44a-8b8861c9f57e,libs/foundry/records/contracts/contracttemplates/thecollector_ad2_lotsofzipzap.xml
TheCollector_AD2_Molten,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,37cd65f3-d079-4004-83f1-b9ba17cd613e,libs/foundry/records/contracts/contracttemplates/thecollector_ad2_molten.xml
TheCollector_AD2_Molten,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,37cd65f3-d079-4004-83f1-b9ba17cd613e,libs/foundry/records/contracts/contracttemplates/thecollector_ad2_molten.xml
TheCollector_AO_IrrArm,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,943177f9-ec55-4487-977a-e5bc7178d47b,libs/foundry/records/contracts/contracttemplates/thecollector_ao_irrarm.xml
TheCollector_AO_IrrArm,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,943177f9-ec55-4487-977a-e5bc7178d47b,libs/foundry/records/contracts/contracttemplates/thecollector_ao_irrarm.xml
TheCollector_AO_VoltThwack,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,e3d4e717-6ea8-413c-ba7b-25ae31a593f1,libs/foundry/records/contracts/contracttemplates/thecollector_ao_voltthwack.xml
TheCollector_AO_VoltThwack,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,e3d4e717-6ea8-413c-ba7b-25ae31a593f1,libs/foundry/records/contracts/contracttemplates/thecollector_ao_voltthwack.xml
TheCollector_Armor,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,65e8b6c2-26d9-4c1e-b0e8-2f3208ec6855,libs/foundry/records/contracts/contracttemplates/thecollector_armor.xml
TheCollector_Armor,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,65e8b6c2-26d9-4c1e-b0e8-2f3208ec6855,libs/foundry/records/contracts/contracttemplates/thecollector_armor.xml
TheCollector_FoodOrder,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,b3971841-7904-4fa2-9c8b-cb99771f45c4,libs/foundry/records/contracts/contracttemplates/thecollector_foodorder.xml
TheCollector_FoodOrder,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,b3971841-7904-4fa2-9c8b-cb99771f45c4,libs/foundry/records/contracts/contracttemplates/thecollector_foodorder.xml
TheCollector_ForFavours_Caranite,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,6750ae03-691e-4b31-9bc8-12394094c213,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_caranite.xml
TheCollector_ForFavours_Caranite,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,6750ae03-691e-4b31-9bc8-12394094c213,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_caranite.xml
TheCollector_ForFavours_IrradiatedPearls,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,6cb68964-cb57-465c-bf3d-1df280700220,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_irradiatedpearls.xml
TheCollector_ForFavours_IrradiatedPearls,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,6cb68964-cb57-465c-bf3d-1df280700220,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_irradiatedpearls.xml
TheCollector_ForFavours_PolarisParts,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a4fdc291-157c-4209-9eb2-cf3a0851cbd0,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_polarisparts.xml
TheCollector_ForFavours_PolarisParts,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a4fdc291-157c-4209-9eb2-cf3a0851cbd0,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_polarisparts.xml
TheCollector_ForFavours_ScripCouncil,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,c990128a-c545-434e-b2f5-486f037746b8,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_scripcouncil.xml
TheCollector_ForFavours_ScripCouncil,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,c990128a-c545-434e-b2f5-486f037746b8,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_scripcouncil.xml
TheCollector_ForFavours_ScripMerc,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,2f3275fb-9b7a-4a95-b858-f6ef5015356d,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_scripmerc.xml
TheCollector_ForFavours_ScripMerc,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,2f3275fb-9b7a-4a95-b858-f6ef5015356d,libs/foundry/records/contracts/contracttemplates/thecollector_forfavours_scripmerc.xml
TheCollector_General,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7360fe8d-1195-4861-9c9d-413993bc5b71,libs/foundry/records/contracts/contracttemplates/thecollector_general.xml
TheCollector_General,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7360fe8d-1195-4861-9c9d-413993bc5b71,libs/foundry/records/contracts/contracttemplates/thecollector_general.xml
TheCollector_GG_Coda,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,b6e31a0e-20ee-4d5a-a198-17b76a14d13d,libs/foundry/records/contracts/contracttemplates/thecollector_gg_coda.xml
TheCollector_GG_Coda,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,b6e31a0e-20ee-4d5a-a198-17b76a14d13d,libs/foundry/records/contracts/contracttemplates/thecollector_gg_coda.xml
TheCollector_GG_ExporeSuit,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,cb62e884-b310-4a67-adcd-f13138f0580d,libs/foundry/records/contracts/contracttemplates/thecollector_gg_exporesuit.xml
TheCollector_GG_ExporeSuit,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,cb62e884-b310-4a67-adcd-f13138f0580d,libs/foundry/records/contracts/contracttemplates/thecollector_gg_exporesuit.xml
TheCollector_GG_Karna,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,4ee551a2-510d-4960-8f55-403a73b62f18,libs/foundry/records/contracts/contracttemplates/thecollector_gg_karna.xml
TheCollector_GG_Karna,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,4ee551a2-510d-4960-8f55-403a73b62f18,libs/foundry/records/contracts/contracttemplates/thecollector_gg_karna.xml
TheCollector_GG_S71,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,5ae9d5fe-f29f-4f12-ac78-614569784097,libs/foundry/records/contracts/contracttemplates/thecollector_gg_s71.xml
TheCollector_GG_S71,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,5ae9d5fe-f29f-4f12-ac78-614569784097,libs/foundry/records/contracts/contracttemplates/thecollector_gg_s71.xml
TheCollector_GG_VentureSuit,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,97d0df3d-1a70-4a16-bb48-1c047ed4cbac,libs/foundry/records/contracts/contracttemplates/thecollector_gg_venturesuit.xml
TheCollector_GG_VentureSuit,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,97d0df3d-1a70-4a16-bb48-1c047ed4cbac,libs/foundry/records/contracts/contracttemplates/thecollector_gg_venturesuit.xml
TheCollector_GG_XanthuleSuit,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7e986de7-d42b-4829-abe7-acc7f7a4c964,libs/foundry/records/contracts/contracttemplates/thecollector_gg_xanthulesuit.xml
TheCollector_GG_XanthuleSuit,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7e986de7-d42b-4829-abe7-acc7f7a4c964,libs/foundry/records/contracts/contracttemplates/thecollector_gg_xanthulesuit.xml
TheCollector_Intro,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,33224dfd-9975-4b35-9044-d9d9aaafc06d,libs/foundry/records/contracts/contracttemplates/thecollector_intro.xml
TheCollector_Intro,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,33224dfd-9975-4b35-9044-d9d9aaafc06d,libs/foundry/records/contracts/contracttemplates/thecollector_intro.xml
TheCollector_Orb_SandArmour,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,4edc73e2-0dd6-4ecf-57f9-6546cc47228c,libs/foundry/records/contracts/contracttemplates/thecollector_orb_sandarmour.xml
TheCollector_Orb_SandArmour,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,4edc73e2-0dd6-4ecf-57f9-6546cc47228c,libs/foundry/records/contracts/contracttemplates/thecollector_orb_sandarmour.xml
TheCollector_Recipie_ShipB_Desert,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,29e4d6cd-1f0a-4e12-99b2-7b921035c593,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_desert.xml
TheCollector_Recipie_ShipB_Desert,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,29e4d6cd-1f0a-4e12-99b2-7b921035c593,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_desert.xml
TheCollector_Recipie_ShipB_Jungle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,72ba2f87-a9ca-4d05-b30e-74954f20122e,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_jungle.xml
TheCollector_Recipie_ShipB_Jungle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,72ba2f87-a9ca-4d05-b30e-74954f20122e,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_jungle.xml
TheCollector_Recipie_ShipB_Navy,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,1b150b13-b4b0-4a2c-8336-138b6c2232a9,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_navy.xml
TheCollector_Recipie_ShipB_Navy,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,1b150b13-b4b0-4a2c-8336-138b6c2232a9,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_navy.xml
TheCollector_Recipie_ShipB_Volt_Desert,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,e5b0946f-387d-44f5-a9d4-0f48f6a7402e,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_volt_desert.xml
TheCollector_Recipie_ShipB_Volt_Desert,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,e5b0946f-387d-44f5-a9d4-0f48f6a7402e,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_volt_desert.xml
TheCollector_Recipie_ShipB_Volt_Jungle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,33cca612-c7b3-4e16-94c3-60cae64814e8,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_volt_jungle.xml
TheCollector_Recipie_ShipB_Volt_Jungle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,33cca612-c7b3-4e16-94c3-60cae64814e8,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_volt_jungle.xml
TheCollector_Recipie_ShipB_Volt_Navy,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7955f714-3e7f-424b-8f87-942243ec4a9d,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_volt_navy.xml
TheCollector_Recipie_ShipB_Volt_Navy,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7955f714-3e7f-424b-8f87-942243ec4a9d,libs/foundry/records/contracts/contracttemplates/thecollector_recipie_shipb_volt_navy.xml
TheCollector_Vehicle_ATLS_IKTI_GEO,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,2339659b-be8f-48a2-9652-20b462ffa23f,libs/foundry/records/contracts/contracttemplates/thecollector_vehicle_atls_ikti_geo.xml
TheCollector_Vehicle_ATLS_IKTI_GEO,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,2339659b-be8f-48a2-9652-20b462ffa23f,libs/foundry/records/contracts/contracttemplates/thecollector_vehicle_atls_ikti_geo.xml
TheCollector_Vehicle_ATLS_IKTI,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,4fce6dc7-3cd9-3a64-d08f-626ae120a99d,libs/foundry/records/contracts/contracttemplates/thecollector_vehicle_atls_ikti.xml
TheCollector_Vehicle_ATLS_IKTI,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,4fce6dc7-3cd9-3a64-d08f-626ae120a99d,libs/foundry/records/contracts/contracttemplates/thecollector_vehicle_atls_ikti.xml
TheCollector_Vehicles_ATLS_OrangeNGrey,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,ecc29cf9-40ca-447e-91d5-851c8a1bfa2d,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls_orangengrey.xml
TheCollector_Vehicles_ATLS_OrangeNGrey,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,ecc29cf9-40ca-447e-91d5-851c8a1bfa2d,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls_orangengrey.xml
TheCollector_Vehicles_ATLS_RedNBlue,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,02e1f792-9d56-4e54-a819-6b390c3c32b3,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls_rednblue.xml
TheCollector_Vehicles_ATLS_RedNBlue,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,02e1f792-9d56-4e54-a819-6b390c3c32b3,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls_rednblue.xml
TheCollector_Vehicles_ATLS_WhiteNGreen,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a0aecd3d-7834-495f-aec8-fbcd3bad1179,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls_whitengreen.xml
TheCollector_Vehicles_ATLS_WhiteNGreen,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a0aecd3d-7834-495f-aec8-fbcd3bad1179,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls_whitengreen.xml
TheCollector_Vehicles_ATLS,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7fed8b71-ac7b-47a2-b0df-531ee85efcd4,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls.xml
TheCollector_Vehicles_ATLS,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,7fed8b71-ac7b-47a2-b0df-531ee85efcd4,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_atls.xml
TheCollector_Vehicles_Connie_Tau,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,c8b278db-97b3-44f2-9df6-bb00e3668fb6,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_connie_tau.xml
TheCollector_Vehicles_Connie_Tau,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,4823e235-5206-452f-6977-b6c26cc47486,Collection,0,0,1,0,0,0,1,0,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,c8b278db-97b3-44f2-9df6-bb00e3668fb6,libs/foundry/records/contracts/contracttemplates/thecollector_vehicles_connie_tau.xml
